season,gameweek,id,player_name,team_short,position,predicted_points,actual_points,error,abs_error
2025-2026,10,515,Gibbs-White,NFO,Midfielder,6.76,8,-1.2400000000000002,1.2400000000000002
2025-2026,10,582,Kudus,TOT,Midfielder,2.223333333333333,1,1.2233333333333332,1.2233333333333332
2025-2026,10,230,Fofana,CHE,Defender,4.78,6,-1.2199999999999998,1.2199999999999998
2025-2026,10,257,Lacroix,CRY,Defender,6.793333333333333,8,-1.206666666666667,1.206666666666667
2025-2026,10,291,Tarkowski,EVE,Defender,1.2033333333333334,0,1.2033333333333334,1.2033333333333334
2025-2026,10,648,Munetsi,WOL,Midfielder,2.8133333333333335,4,-1.1866666666666665,1.1866666666666665
2025-2026,10,151,Van Hecke,BHA,Defender,5.816666666666666,7,-1.1833333333333336,1.1833333333333336
2025-2026,10,712,Yeremy,CRY,Midfielder,1.8266666666666667,3,-1.1733333333333333,1.1733333333333333
2025-2026,10,106,Collins,BRE,Defender,1.17,0,1.17,1.17
2025-2026,10,668,Xhaka,SUN,Midfielder,1.1633333333333333,0,1.1633333333333333,1.1633333333333333
2025-2026,10,337,Raúl,FUL,Forward,3.86,5,-1.1400000000000001,1.1400000000000001
2025-2026,10,612,L.Paquetá,WHU,Midfielder,4.876666666666667,6,-1.123333333333333,1.123333333333333
2025-2026,10,531,Ballard,SUN,Defender,1.1166666666666667,0,1.1166666666666667,1.1166666666666667
2025-2026,10,253,Henderson,CRY,Goalkeeper,4.8966666666666665,6,-1.1033333333333335,1.1033333333333335
2025-2026,10,470,Dúbravka,BUR,Goalkeeper,3.0966666666666667,2,1.0966666666666667,1.0966666666666667
2025-2026,10,560,Isidor,SUN,Forward,1.09,0,1.09,1.09
2025-2026,10,47,Rogers,AVL,Midfielder,2.0366666666666666,1,1.0366666666666666,1.0366666666666666
2025-2026,10,20,Trossard,ARS,Midfielder,4.966666666666667,6,-1.0333333333333332,1.0333333333333332
2025-2026,10,314,Leno,FUL,Goalkeeper,5.97,7,-1.0300000000000002,1.0300000000000002
2025-2026,10,332,Lukić,FUL,Midfielder,1.02,0,1.02,1.02
2025-2026,10,53,Malen,AVL,Midfielder,2.01,1,1.0099999999999998,1.0099999999999998
2025-2026,10,205,Cullen,BUR,Midfielder,1.99,1,0.99,0.99
2025-2026,10,453,Garnacho,CHE,Midfielder,2.026666666666667,3,-0.9733333333333332,0.9733333333333332
2025-2026,10,547,E.Le Fée,SUN,Midfielder,0.9233333333333333,0,0.9233333333333333,0.9233333333333333
2025-2026,10,442,Maguire,MUN,Defender,0.92,0,0.92,0.92
2025-2026,10,478,Trippier,NEW,Defender,0.9066666666666666,0,0.9066666666666666,0.9066666666666666
2025-2026,10,455,Mount,MUN,Midfielder,0.9,0,0.9,0.9
2025-2026,10,8,J.Timber,ARS,Defender,6.883333333333334,6,0.8833333333333337,0.8833333333333337
2025-2026,10,449,B.Fernandes,MUN,Midfielder,4.123333333333333,5,-0.8766666666666669,0.8766666666666669
2025-2026,10,609,Todibo,WHU,Defender,3.1233333333333335,4,-0.8766666666666665,0.8766666666666665
2025-2026,10,731,Kevin,FUL,Midfielder,2.13,3,-0.8700000000000001,0.8700000000000001
2025-2026,10,318,Bassey,FUL,Defender,5.1466666666666665,6,-0.8533333333333335,0.8533333333333335
2025-2026,10,26,Zubimendi,ARS,Midfielder,2.15,3,-0.8500000000000001,0.8500000000000001
2025-2026,10,7,Calafiori,ARS,Defender,5.18,6,-0.8200000000000003,0.8200000000000003
2025-2026,10,636,S.Bueno,WOL,Defender,1.1966666666666668,2,-0.8033333333333332,0.8033333333333332
2025-2026,10,191,Estève,BUR,Defender,1.8,1,0.8,0.8
2025-2026,10,565,Vicario,TOT,Goalkeeper,3.2133333333333334,4,-0.7866666666666666,0.7866666666666666
2025-2026,10,644,Bellegarde,WOL,Midfielder,1.2166666666666666,2,-0.7833333333333334,0.7833333333333334
2025-2026,10,293,O'Brien,EVE,Defender,0.78,0,0.78,0.78
2025-2026,10,665,Perri,LEE,Goalkeeper,1.2233333333333334,2,-0.7766666666666666,0.7766666666666666
2025-2026,10,271,Kamada,CRY,Midfielder,4.226666666666667,5,-0.7733333333333334,0.7733333333333334
2025-2026,10,415,Savinho,MCI,Midfielder,0.77,0,0.77,0.77
2025-2026,10,348,Rodon,LEE,Defender,1.75,1,0.75,0.75
2025-2026,10,108,Ajer,BRE,Defender,1.7466666666666666,1,0.7466666666666666,0.7466666666666666
2025-2026,10,469,Pope,NEW,Goalkeeper,2.263333333333333,3,-0.7366666666666668,0.7366666666666668
2025-2026,10,249,João Pedro,CHE,Forward,8.27,9,-0.7300000000000004,0.7300000000000004
2025-2026,10,553,Talbi,SUN,Midfielder,0.73,0,0.73,0.73
2025-2026,10,226,Chalobah,CHE,Defender,6.276666666666666,7,-0.7233333333333336,0.7233333333333336
2025-2026,10,671,Wilson,WHU,Forward,1.2866666666666666,2,-0.7133333333333334,0.7133333333333334
2025-2026,10,623,Potts,WHU,Midfielder,3.3,4,-0.7000000000000002,0.7000000000000002
2025-2026,10,220,Sánchez,CHE,Goalkeeper,5.3,6,-0.7000000000000002,0.7000000000000002
2025-2026,10,261,Richards,CRY,Defender,5.303333333333334,6,-0.6966666666666663,0.6966666666666663
2025-2026,10,722,Florentino,BUR,Midfielder,2.69,2,0.69,0.69
2025-2026,10,166,Ayari,BHA,Midfielder,2.316666666666667,3,-0.6833333333333331,0.6833333333333331
2025-2026,10,1,Raya,ARS,Goalkeeper,5.336666666666667,6,-0.6633333333333331,0.6633333333333331
2025-2026,10,443,Shaw,MUN,Defender,1.6566666666666667,1,0.6566666666666667,0.6566666666666667
2025-2026,10,38,Konsa,AVL,Defender,1.65,1,0.6499999999999999,0.6499999999999999
2025-2026,10,158,Georginio,BHA,Midfielder,2.3533333333333335,3,-0.6466666666666665,0.6466666666666665
2025-2026,10,506,Murillo,NFO,Defender,2.3566666666666665,3,-0.6433333333333335,0.6433333333333335
2025-2026,10,414,Foden,MCI,Midfielder,0.6333333333333333,0,0.6333333333333333,0.6333333333333333
2025-2026,10,372,Robertson,LIV,Defender,6.37,7,-0.6299999999999999,0.6299999999999999
2025-2026,10,403,Gvardiol,MCI,Defender,0.6233333333333333,0,0.6233333333333333,0.6233333333333333
2025-2026,10,101,Kelleher,BRE,Goalkeeper,1.6166666666666667,1,0.6166666666666667,0.6166666666666667
2025-2026,10,110,Kayode,BRE,Defender,1.6133333333333333,1,0.6133333333333333,0.6133333333333333
2025-2026,10,373,Virgil,LIV,Defender,4.39,5,-0.6100000000000003,0.6100000000000003
2025-2026,10,167,Baleba,BHA,Midfielder,2.39,3,-0.6099999999999999,0.6099999999999999
2025-2026,10,139,Verbruggen,BHA,Goalkeeper,6.59,6,0.5899999999999999,0.5899999999999999
2025-2026,10,714,Woltemade,NEW,Forward,1.5866666666666667,1,0.5866666666666667,0.5866666666666667
2025-2026,10,735,Traoré,SUN,Midfielder,0.5866666666666667,0,0.5866666666666667,0.5866666666666667
2025-2026,10,330,Berge,FUL,Midfielder,4.433333333333334,5,-0.5666666666666664,0.5666666666666664
2025-2026,10,666,Gyökeres,ARS,Forward,6.4366666666666665,7,-0.5633333333333335,0.5633333333333335
2025-2026,10,681,Šeško,MUN,Forward,1.4433333333333334,2,-0.5566666666666666,0.5566666666666666
2025-2026,10,113,Van den Berg,BRE,Defender,2.453333333333333,3,-0.5466666666666669,0.5466666666666669
2025-2026,10,427,Reijnders,MCI,Midfielder,0.5433333333333333,0,0.5433333333333333,0.5433333333333333
2025-2026,10,374,Konaté,LIV,Defender,7.46,8,-0.54,0.54
2025-2026,10,252,Marc Guiu,CHE,Forward,0.53,0,0.53,0.53
2025-2026,10,683,Alderete,SUN,Defender,0.5233333333333333,0,0.5233333333333333,0.5233333333333333
2025-2026,10,301,Alcaraz,EVE,Midfielder,0.5133333333333333,0,0.5133333333333333,0.5133333333333333
2025-2026,10,287,Pickford,EVE,Goalkeeper,0.51,0,0.51,0.51
2025-2026,10,90,Scott,BOU,Midfielder,0.5033333333333333,0,0.5033333333333333,0.5033333333333333
2025-2026,10,273,Wharton,CRY,Midfielder,0.49666666666666665,0,0.49666666666666665,0.49666666666666665
2025-2026,10,41,Pau,AVL,Defender,1.4966666666666666,1,0.4966666666666666,0.4966666666666666
2025-2026,10,552,Sadiki,SUN,Midfielder,0.49333333333333335,0,0.49333333333333335,0.49333333333333335
2025-2026,10,551,Rigg,SUN,Midfielder,0.4766666666666667,0,0.4766666666666667,0.4766666666666667
2025-2026,10,266,Eze,ARS,Midfielder,2.53,3,-0.4700000000000002,0.4700000000000002
2025-2026,10,19,Martinelli,ARS,Midfielder,0.4633333333333333,0,0.4633333333333333,0.4633333333333333
2025-2026,10,217,Foster,BUR,Forward,0.44,0,0.44,0.44
2025-2026,10,673,J.Palhinha,TOT,Midfielder,3.566666666666667,4,-0.4333333333333331,0.4333333333333331
2025-2026,10,676,Ugochukwu,BUR,Midfielder,2.433333333333333,2,0.4333333333333331,0.4333333333333331
2025-2026,10,452,Amad,MUN,Midfielder,8.573333333333334,9,-0.42666666666666586,0.42666666666666586
2025-2026,10,643,André,WOL,Midfielder,1.42,1,0.41999999999999993,0.41999999999999993
2025-2026,10,695,Tchatchoua,WOL,Defender,0.4166666666666667,0,0.4166666666666667,0.4166666666666667
2025-2026,10,344,Bijol,LEE,Defender,0.59,1,-0.41000000000000003,0.41000000000000003
2025-2026,10,319,Castagne,FUL,Defender,0.41,0,0.41,0.41
2025-2026,10,6,Saliba,ARS,Defender,6.403333333333333,6,0.4033333333333333,0.4033333333333333
2025-2026,10,713,A.Jimenez,BOU,Defender,0.4,0,0.4,0.4
2025-2026,10,661,Ekitiké,LIV,Forward,1.6033333333333333,2,-0.3966666666666667,0.3966666666666667
2025-2026,10,517,Anderson,NFO,Midfielder,3.6033333333333335,4,-0.3966666666666665,0.3966666666666665
2025-2026,10,83,O.Dango,BRE,Midfielder,1.6133333333333333,2,-0.3866666666666667,0.3866666666666667
2025-2026,10,121,Damsgaard,BRE,Midfielder,1.6133333333333333,2,-0.3866666666666667,0.3866666666666667
2025-2026,10,371,Kerkez,LIV,Defender,0.38666666666666666,0,0.38666666666666666,0.38666666666666666
2025-2026,10,283,Mateta,CRY,Forward,8.616666666666667,9,-0.38333333333333286,0.38333333333333286
2025-2026,10,320,Diop,FUL,Defender,0.38,0,0.38,0.38
2025-2026,10,684,Thiaw,NEW,Defender,1.3766666666666667,1,0.3766666666666667,0.3766666666666667
2025-2026,10,633,H.Bueno,WOL,Defender,1.3633333333333333,1,0.3633333333333333,0.3633333333333333
2025-2026,10,497,L.Miley,NEW,Midfielder,0.35333333333333333,0,0.35333333333333333,0.35333333333333333
2025-2026,10,224,Cucurella,CHE,Defender,6.3133333333333335,6,0.31333333333333346,0.31333333333333346
2025-2026,10,423,N.Gonzalez,MCI,Midfielder,0.31333333333333335,0,0.31333333333333335,0.31333333333333335
2025-2026,10,136,Thiago,BRE,Forward,1.69,2,-0.31000000000000005,0.31000000000000005
2025-2026,10,663,J.Arias,WOL,Midfielder,1.31,1,0.31000000000000005,0.31000000000000005
2025-2026,10,37,Digne,AVL,Defender,1.31,1,0.31000000000000005,0.31000000000000005
2025-2026,10,120,Schade,BRE,Midfielder,1.31,1,0.31000000000000005,0.31000000000000005
2025-2026,10,181,Kostoulas,BHA,Forward,0.6933333333333334,1,-0.30666666666666664,0.30666666666666664
2025-2026,10,499,Isak,LIV,Forward,0.30333333333333334,0,0.30333333333333334,0.30333333333333334
2025-2026,10,646,Gomes,WOL,Midfielder,1.3033333333333332,1,0.30333333333333323,0.30333333333333323
2025-2026,10,615,Summerville,WHU,Midfielder,1.6966666666666668,2,-0.30333333333333323,0.30333333333333323
2025-2026,10,600,Areola,WHU,Goalkeeper,2.7066666666666666,3,-0.29333333333333345,0.29333333333333345
2025-2026,10,72,Senesi,BOU,Defender,0.29,0,0.29,0.29
2025-2026,10,256,Muñoz,CRY,Defender,6.283333333333333,6,0.2833333333333332,0.2833333333333332
2025-2026,10,358,Tanaka,LEE,Midfielder,1.72,2,-0.28,0.28
2025-2026,10,424,Bobb,MCI,Midfielder,0.2733333333333333,0,0.2733333333333333,0.2733333333333333
2025-2026,10,721,Milosavljević,BOU,Defender,0.2733333333333333,0,0.2733333333333333,0.2733333333333333
2025-2026,10,321,J.Cuenca,FUL,Defender,0.26666666666666666,0,0.26666666666666666,0.26666666666666666
2025-2026,10,16,Saka,ARS,Midfielder,2.7333333333333334,3,-0.2666666666666666,0.2666666666666666
2025-2026,10,476,Burn,NEW,Defender,1.2666666666666666,1,0.2666666666666666,0.2666666666666666
2025-2026,10,335,King,FUL,Midfielder,2.74,3,-0.2599999999999998,0.2599999999999998
2025-2026,10,493,Longstaff,LEE,Midfielder,1.25,1,0.25,0.25
2025-2026,10,500,Osula,NEW,Forward,0.7533333333333333,1,-0.2466666666666667,0.2466666666666667
2025-2026,10,416,Bernardo,MCI,Midfielder,0.24666666666666667,0,0.24666666666666667,0.24666666666666667
2025-2026,10,302,Gana,EVE,Midfielder,0.24666666666666667,0,0.24666666666666667,0.24666666666666667
2025-2026,10,491,Tonali,NEW,Midfielder,1.7533333333333334,2,-0.2466666666666666,0.2466666666666666
2025-2026,10,87,Christie,BOU,Midfielder,0.24333333333333335,0,0.24333333333333335,0.24333333333333335
2025-2026,10,267,Sarr,CRY,Midfielder,2.763333333333333,3,-0.2366666666666668,0.2366666666666668
2025-2026,10,698,Okafor,LEE,Midfielder,1.7633333333333334,2,-0.23666666666666658,0.23666666666666658
2025-2026,10,209,Laurent,BUR,Midfielder,1.7666666666666666,2,-0.2333333333333334,0.2333333333333334
2025-2026,10,242,Dewsbury-Hall,EVE,Midfielder,0.23333333333333334,0,0.23333333333333334,0.23333333333333334
2025-2026,10,709,Krejčí,WOL,Defender,0.7733333333333333,1,-0.22666666666666668,0.22666666666666668
2025-2026,10,202,Bruun Larsen,BUR,Midfielder,0.7733333333333333,1,-0.22666666666666668,0.22666666666666668
2025-2026,10,388,C.Jones,LIV,Midfielder,0.22666666666666666,0,0.22666666666666666,0.22666666666666666
2025-2026,10,317,Andersen,FUL,Defender,5.783333333333333,6,-0.21666666666666679,0.21666666666666679
2025-2026,10,125,Janelt,BRE,Midfielder,1.1966666666666668,1,0.19666666666666677,0.19666666666666677
2025-2026,10,606,Mavropanos,WHU,Defender,0.19666666666666666,0,0.19666666666666666,0.19666666666666666
2025-2026,10,238,Estêvão,CHE,Midfielder,0.8033333333333333,1,-0.19666666666666666,0.19666666666666666
2025-2026,10,237,Enzo,CHE,Midfielder,1.8066666666666666,2,-0.19333333333333336,0.19333333333333336
2025-2026,10,198,Tuanzebe,BUR,Defender,2.8133333333333335,3,-0.18666666666666654,0.18666666666666654
2025-2026,10,170,Milner,BHA,Midfielder,0.18,0,0.18,0.18
2025-2026,10,54,McGinn,AVL,Midfielder,0.8266666666666667,1,-0.17333333333333334,0.17333333333333334
2025-2026,10,707,Dibling,EVE,Midfielder,0.17,0,0.17,0.17
2025-2026,10,654,Strand Larsen,WOL,Forward,1.83,2,-0.16999999999999993,0.16999999999999993
2025-2026,10,573,Spence,TOT,Defender,1.8333333333333333,2,-0.16666666666666674,0.16666666666666674
2025-2026,10,384,Gakpo,LIV,Midfielder,2.8333333333333335,3,-0.16666666666666652,0.16666666666666652
2025-2026,10,413,Marmoush,MCI,Midfielder,0.16,0,0.16,0.16
2025-2026,10,295,Keane,EVE,Defender,0.16,0,0.16,0.16
2025-2026,10,580,Johnson,TOT,Midfielder,0.8466666666666667,1,-0.15333333333333332,0.15333333333333332
2025-2026,10,405,Aké,MCI,Defender,0.15,0,0.15,0.15
2025-2026,10,485,Gordon,NEW,Midfielder,1.1466666666666667,1,0.14666666666666672,0.14666666666666672
2025-2026,10,516,Hudson-Odoi,NFO,Midfielder,1.8533333333333333,2,-0.14666666666666672,0.14666666666666672
2025-2026,10,436,De Ligt,MUN,Defender,1.1466666666666667,1,0.14666666666666672,0.14666666666666672
2025-2026,10,59,Onana,AVL,Midfielder,0.8533333333333334,1,-0.1466666666666666,0.1466666666666666
2025-2026,10,178,Welbeck,BHA,Forward,5.8566666666666665,6,-0.14333333333333353,0.14333333333333353
2025-2026,10,32,Martinez,AVL,Goalkeeper,1.1433333333333333,1,0.1433333333333333,0.1433333333333333
2025-2026,10,180,Tzimas,BHA,Forward,0.86,1,-0.14,0.14
2025-2026,10,726,Kolo Muani,TOT,Forward,1.86,2,-0.1399999999999999,0.1399999999999999
2025-2026,10,292,Mykolenko,EVE,Defender,0.13666666666666666,0,0.13666666666666666,0.13666666666666666
2025-2026,10,239,Gittens,CHE,Midfielder,0.8666666666666667,1,-0.1333333333333333,0.1333333333333333
2025-2026,10,440,Dalot,MUN,Defender,0.8666666666666667,1,-0.1333333333333333,0.1333333333333333
2025-2026,10,603,Diouf,WHU,Defender,2.1266666666666665,2,0.12666666666666648,0.12666666666666648
2025-2026,10,200,Anthony,BUR,Midfielder,1.88,2,-0.1200000000000001,0.1200000000000001
2025-2026,10,124,Henderson,BRE,Midfielder,0.8833333333333333,1,-0.1166666666666667,0.1166666666666667
2025-2026,10,588,Odobert,TOT,Midfielder,0.8833333333333333,1,-0.1166666666666667,0.1166666666666667
2025-2026,10,605,Kilman,WHU,Defender,2.1166666666666667,2,0.1166666666666667,0.1166666666666667
2025-2026,10,669,Ndoye,NFO,Midfielder,1.1166666666666667,1,0.1166666666666667,0.1166666666666667
2025-2026,10,659,Walker-Peters,WHU,Defender,0.8833333333333333,1,-0.1166666666666667,0.1166666666666667
2025-2026,10,385,Chiesa,LIV,Midfielder,0.11333333333333333,0,0.11333333333333333,0.11333333333333333
2025-2026,10,97,Evanilson,BOU,Forward,0.11333333333333333,0,0.11333333333333333,0.11333333333333333
2025-2026,10,382,Wirtz,LIV,Midfielder,0.89,1,-0.10999999999999999,0.10999999999999999
2025-2026,10,210,Tchaouna,BUR,Midfielder,0.8933333333333333,1,-0.10666666666666669,0.10666666666666669
2025-2026,10,129,Yarmoliuk,BRE,Midfielder,1.8933333333333333,2,-0.10666666666666669,0.10666666666666669
2025-2026,10,303,Garner,EVE,Midfielder,0.10666666666666667,0,0.10666666666666667,0.10666666666666667
2025-2026,10,311,Beto,EVE,Forward,0.10666666666666667,0,0.10666666666666667,0.10666666666666667
2025-2026,10,341,Darlow,LEE,Goalkeeper,0.10666666666666667,0,0.10666666666666667,0.10666666666666667
2025-2026,10,39,Maatsen,AVL,Defender,0.8966666666666666,1,-0.10333333333333339,0.10333333333333339
2025-2026,10,331,Cairney,FUL,Midfielder,0.8966666666666666,1,-0.10333333333333339,0.10333333333333339
2025-2026,10,486,Elanga,NEW,Midfielder,1.1033333333333333,1,0.10333333333333328,0.10333333333333328
2025-2026,10,126,Jensen,BRE,Midfielder,0.9,1,-0.09999999999999998,0.09999999999999998
2025-2026,10,207,Hannibal,BUR,Midfielder,0.9066666666666666,1,-0.09333333333333338,0.09333333333333338
2025-2026,10,733,Lammens,MUN,Goalkeeper,1.0933333333333333,1,0.09333333333333327,0.09333333333333327
2025-2026,10,727,Chukwueze,FUL,Midfielder,1.0933333333333333,1,0.09333333333333327,0.09333333333333327
2025-2026,10,350,Aaronson,LEE,Midfielder,1.9066666666666667,2,-0.09333333333333327,0.09333333333333327
2025-2026,10,354,Ampadu,LEE,Midfielder,1.09,1,0.09000000000000008,0.09000000000000008
2025-2026,10,145,De Cuyper,BHA,Defender,0.08666666666666667,0,0.08666666666666667,0.08666666666666667
2025-2026,10,10,Lewis-Skelly,ARS,Defender,0.9166666666666666,1,-0.08333333333333337,0.08333333333333337
2025-2026,10,505,Milenković,NFO,Defender,1.08,1,0.08000000000000007,0.08000000000000007
2025-2026,10,77,Hill,BOU,Defender,0.08,0,0.08,0.08
2025-2026,10,717,Xavi,TOT,Midfielder,0.9266666666666666,1,-0.07333333333333336,0.07333333333333336
2025-2026,10,660,Stach,LEE,Midfielder,0.9266666666666666,1,-0.07333333333333336,0.07333333333333336
2025-2026,10,107,Lewis-Potter,BRE,Defender,1.07,1,0.07000000000000006,0.07000000000000006
2025-2026,10,685,Diakité,BOU,Defender,0.07,0,0.07,0.07
2025-2026,10,508,N.Williams,NFO,Defender,0.93,1,-0.06999999999999995,0.06999999999999995
2025-2026,10,391,Gannon-Doak,BOU,Midfielder,0.06666666666666667,0,0.06666666666666667,0.06666666666666667
2025-2026,10,418,Doku,MCI,Midfielder,0.06666666666666667,0,0.06666666666666667,0.06666666666666667
2025-2026,10,624,Bowen,WHU,Forward,1.9333333333333333,2,-0.06666666666666665,0.06666666666666665
2025-2026,10,347,Gudmundsson,LEE,Defender,0.9333333333333333,1,-0.06666666666666665,0.06666666666666665
2025-2026,10,258,Mitchell,CRY,Defender,5.9366666666666665,6,-0.06333333333333346,0.06333333333333346
2025-2026,10,304,Iroegbunam,EVE,Midfielder,0.06333333333333334,0,0.06333333333333334,0.06333333333333334
2025-2026,10,618,G.Rodriguez,WHU,Midfielder,0.06333333333333334,0,0.06333333333333334,0.06333333333333334
2025-2026,10,730,Brobbey,SUN,Forward,0.056666666666666664,0,0.056666666666666664,0.056666666666666664
2025-2026,10,444,Yoro,MUN,Defender,1.0566666666666666,1,0.05666666666666664,0.05666666666666664
2025-2026,10,410,Lewis,MCI,Defender,0.05333333333333334,0,0.05333333333333334,0.05333333333333334
2025-2026,10,490,Joelinton,NEW,Midfielder,1.95,2,-0.050000000000000044,0.050000000000000044
2025-2026,10,527,Awoniyi,NFO,Forward,0.95,1,-0.050000000000000044,0.050000000000000044
2025-2026,10,691,Calvert-Lewin,LEE,Forward,1.95,2,-0.050000000000000044,0.050000000000000044
2025-2026,10,144,Coppola,BHA,Defender,0.05,0,0.05,0.05
